"machine_id","total_pages","id_tot","hoh_most_education","census_region","household_size","hoh_oldest_age","household_income","children","racial_background","connection_speed","country_of_origin","zip_code"
138887845,1951,0,99,4,2,2,16,0,1,1,0,93933
139109391,55,0,99,4,1,4,16,0,3,1,0,94566
139211655,9,0,4,2,2,4,11,0,1,1,0,48917
139267316,775,0,99,4,1,5,11,0,5,1,0,84118
139422706,61,0,99,3,5,4,11,1,3,1,0,33142
139429814,718,0,99,4,2,5,11,0,2,1,0,84138
140106368,286,0,3,2,4,8,11,1,1,1,1,45875
141157167,79,0,99,3,4,8,12,1,5,1,0,30736
142832400,1007,0,99,1,1,8,16,0,1,1,0,7016
142992999,2,0,99,1,5,5,11,1,5,1,0,19142
143059565,323,0,99,3,2,2,11,1,1,1,0,29209
143107483,197,0,1,2,4,6,11,1,2,1,0,60402
143366732,6046,0,4,4,2,11,16,0,1,1,0,96814
143417534,2,0,99,4,2,9,11,0,3,1,0,91789
143421322,565,0,99,3,1,7,18,0,5,1,0,20001
143612966,11,0,4,1,5,6,13,1,5,1,1,NA
143619644,97,0,3,4,3,11,15,1,1,1,0,92882
143624126,8,0,3,1,4,9,17,1,1,1,0,7748
144391310,5,0,2,1,2,10,13,1,1,1,0,1105
144416557,229,669.14,99,1,5,4,11,0,1,1,0,3244
144654106,60,0,99,4,3,2,12,1,5,1,0,93277
145216540,5,0,99,4,4,8,18,1,1,1,0,91101
145471460,2,0,99,4,2,7,11,0,2,1,0,84123
145865616,1,0,2,1,3,11,16,0,1,1,0,NA
145866245,20,0,2,3,4,11,13,1,1,1,0,32533
145962025,170,11.2,99,2,5,8,11,1,5,1,0,51246
146332731,4,0,99,2,5,11,11,1,5,1,0,45503
146486673,27,0,99,3,1,8,11,0,1,1,0,78207
146536854,10,0,99,1,3,7,11,0,5,1,1,10455
146667175,666,59.94,99,4,4,4,16,0,1,1,0,80909
146718555,919,0,2,2,5,7,15,1,2,1,0,44119
146809345,21,0,2,3,5,7,15,1,5,1,0,70648
146892991,7,0,3,4,1,7,12,0,1,1,0,93230
147054398,10,0,3,4,4,9,15,0,2,1,0,94610
147089772,17,0,4,3,3,10,15,1,5,1,0,75270
147182051,11,0,3,1,4,1,15,1,1,1,1,8061
147368449,65,0,99,1,2,10,12,1,1,1,0,14901
147713733,84,0,99,4,4,4,12,1,5,1,1,89110
148065763,17,0,99,3,1,9,12,0,1,1,0,78624
148596594,56,0,99,4,1,8,11,0,5,1,0,87110
148675540,18,0,99,4,5,7,11,0,5,1,0,90063
149547990,1,0,4,3,2,5,12,0,5,1,0,78665
149930143,112,0,99,3,3,1,11,1,2,1,0,73010
150200381,1427,0,99,4,2,6,13,1,5,1,0,95113
150354087,4979,0,2,2,5,6,12,1,1,1,0,45356
150811721,429,0,99,3,4,5,11,1,1,1,0,34741
151101429,84,0,3,1,5,6,18,1,5,1,0,2861
151161919,45,0,99,3,2,6,16,0,1,1,0,78665
151345269,191,0,99,3,3,3,11,0,2,1,1,33102
151496481,1652,0,4,4,2,7,18,1,1,1,0,91010
151564032,7,0,99,2,5,11,18,1,1,1,0,64055
151611892,104,0,99,3,5,8,11,1,2,1,1,76542
151704935,12,0,99,4,2,8,12,0,1,1,0,92583
151810895,2971,57.04,2,3,5,10,13,1,5,1,0,24739
152571694,10,0,99,3,2,7,12,0,2,1,1,73942
153093999,15,0,99,3,4,2,12,1,1,1,0,41042
153246674,21,0,99,2,5,4,13,0,5,1,0,44601
153365641,1508,0,2,2,5,11,11,1,5,1,0,62226
153969458,6,0,99,3,1,8,16,0,3,1,0,78750
154625182,3099,0,99,4,4,7,16,0,3,1,1,92704
155030591,453,0,2,3,2,11,15,0,1,1,0,40065
155049290,593,0,99,4,3,8,11,1,1,1,1,98665
155261781,2635,0,4,3,5,4,11,1,1,1,0,71111
155404871,12,0,4,3,1,6,17,0,5,1,1,32216
155690180,38,0,2,3,3,4,12,1,2,1,1,70570
155721619,342,0,2,2,2,10,15,1,1,1,0,60160
155921925,2,0,99,2,2,9,12,0,1,1,0,48473
155978670,93,0,2,1,2,8,11,0,1,1,0,3064
155999330,57,0,99,1,2,4,11,0,5,1,1,1109
156087256,162,0,99,2,1,8,16,0,2,1,0,68901
156323691,1,0,99,3,1,9,11,0,1,1,0,25951
156368740,246,0,2,2,5,7,15,0,1,1,0,63379
156375270,2,0,99,2,1,6,11,0,1,1,1,46224
156498998,101,0,99,3,2,1,11,1,2,1,1,78210
156594293,24,0,99,3,2,11,11,0,1,1,0,34744
156705874,403,0,99,4,2,5,12,0,1,1,1,89108
156801413,72,0,99,3,2,8,18,0,5,1,1,20878
157461536,700,0,99,4,2,2,11,1,5,1,1,98951
157508695,72,0,2,2,1,10,11,0,1,1,0,47501
157641366,160,0,99,3,1,8,12,0,5,1,0,31321
157662231,37,0,99,2,2,8,11,0,5,1,0,NA
157867791,127,0,2,1,4,6,12,1,1,1,0,14779
157987722,577,0,99,1,5,6,13,0,5,1,1,2906
158465727,405,0,99,2,2,8,12,0,1,1,0,62040
158502952,5,0,99,3,2,7,12,0,1,1,0,34953
158902802,111,0,99,2,2,7,12,0,1,1,0,50320
158903142,46,0,99,4,3,8,13,0,3,1,0,91016
159234540,12,0,99,99,5,3,14,1,5,1,0,99999
159379361,2,0,99,4,5,1,11,1,5,1,0,93241
159391168,14,0,99,3,2,7,12,0,1,1,0,37188
159737658,33,0,4,2,4,6,14,1,1,1,0,55407
159789391,21128,0,99,4,2,3,18,1,3,1,0,94582
159818487,6,0,99,2,1,8,12,0,1,1,0,48091
159837210,4,0,99,3,2,9,14,0,1,1,0,70003
159875549,9,0,3,1,4,7,14,1,1,1,0,8234
159876921,163,0,4,2,4,11,11,1,1,1,0,43213
159927425,124,0,99,3,1,7,11,0,1,1,0,41011
159933693,10,0,99,4,2,1,12,1,5,1,1,98908
160017230,2,0,99,4,2,7,16,0,5,1,0,95032
160018737,59,0,99,3,2,11,17,0,1,1,0,75651
160032640,71,0,2,4,3,9,11,0,1,1,0,NA
160695337,418,15.53,99,1,3,11,16,0,1,1,0,8221
160767580,3,0,99,1,2,8,13,0,1,1,0,17331
160769361,82,0,99,3,3,8,11,0,2,1,0,30223
160819043,922,0,99,2,1,9,11,0,3,1,0,44146
160869592,7,0,99,2,5,7,15,1,2,1,0,60202
160929703,40,0,99,4,2,4,12,0,1,1,0,80241
160964313,65,0,99,3,3,4,15,1,1,1,1,NA
160971917,1194,0,99,4,4,2,12,1,5,1,0,98409
161077165,3,0,99,4,2,7,11,0,1,1,0,84403
161092278,141,0,99,4,2,5,11,1,1,1,0,95901
161223166,774,0,3,1,2,4,14,1,3,1,1,10950
161283329,10,0,99,2,3,8,16,0,2,1,0,49316
161352803,3,0,4,3,4,3,16,1,1,1,1,33334
161403075,23,0,99,2,1,3,11,0,1,1,0,68507
161434609,38052,0,4,1,1,11,16,0,1,1,0,11354
161532246,105,0,99,4,1,5,13,0,2,1,0,92056
161595923,16,0,99,4,3,9,11,0,5,1,1,91766
161697677,124,0,99,2,2,11,12,1,1,1,0,63033
161710429,160,0,99,4,5,1,12,1,5,1,1,98951
161714866,8,0,99,3,2,8,18,1,5,1,0,35550
162266826,64,0,2,4,2,11,11,0,1,1,0,NA
162394464,60,0,99,2,1,9,18,0,5,1,0,48331
162395253,4,0,99,3,2,8,13,0,1,1,0,77355
162535359,1,0,99,3,2,8,11,1,1,1,1,34746
162682832,12,0,2,4,1,6,11,0,1,1,0,89118
162729278,7,0,99,3,2,1,14,0,2,1,0,72116
162735795,3064,0,99,3,3,7,12,0,1,1,0,70339
162742450,99,0,99,2,2,8,16,1,1,1,0,61265
162837898,6,0,99,3,1,2,13,0,2,1,0,20785
163083274,128,0,2,1,1,8,11,0,5,1,1,NA
163128100,338,0,2,3,5,11,16,1,1,1,0,20646
163130344,28,0,99,3,1,7,16,0,1,1,0,22310
163224099,5,0,99,1,1,11,12,0,1,1,0,14830
163231072,75,0,99,4,2,5,16,0,5,1,0,93619
163270852,6,0,99,3,5,6,18,1,5,1,0,76244
163273477,34,0,2,3,3,5,11,0,1,1,0,NA
163280987,122,0,99,2,2,9,15,0,2,1,0,60610
163388054,1079,0,99,1,1,8,12,0,1,1,0,2302
163427225,2,0,99,3,2,9,16,0,1,1,0,27803
163446379,1,0,99,3,2,8,11,0,2,1,0,30906
163490999,4,0,99,3,1,7,12,0,1,1,0,76116
163491013,244,0,99,4,2,4,12,0,2,1,0,98030
163534072,625,0,4,3,2,8,11,1,1,1,0,37214
163645923,21,0,99,3,1,9,11,0,1,1,0,71701
163654030,51,0,2,1,4,9,11,1,5,1,0,8037
163694234,77,0,99,3,1,7,13,0,1,1,0,30101
163701870,108,64.83,99,4,2,7,12,0,1,1,0,80911
163732728,100,0,2,3,2,11,11,0,1,1,1,37043
163809553,139,0,99,4,5,7,11,0,5,1,0,90011
163991633,1,0,99,4,1,8,13,0,1,1,0,85013
164041653,331,666.76,2,3,1,11,11,0,1,1,1,33498
164050558,89,0,99,3,5,6,14,1,1,1,0,NA
164097252,2,0,99,4,1,9,12,0,1,1,0,98166
164145391,11,0,99,4,1,3,18,0,5,1,1,92055
164206285,1,0,99,4,5,9,12,0,5,1,0,83201
164209397,40,0,4,4,4,11,12,1,1,1,1,NA
164253820,33,0,99,2,3,3,12,1,5,1,0,48755
164569712,948,0,99,3,2,7,11,1,2,1,0,29607
164576833,6,0,99,4,2,7,16,0,1,1,0,98115
164580594,221,0,99,4,4,5,16,0,1,1,0,99688
164703548,6,0,99,1,5,5,13,0,5,1,1,1830
164755503,934,0,99,1,1,11,13,0,1,1,0,15601
164919207,1,0,99,3,1,7,12,0,2,1,0,20782
165003802,23,0,99,1,3,8,11,1,1,1,0,15201
165113884,255,0,99,2,2,9,12,1,5,1,0,44022
165159551,4,0,99,4,5,6,12,1,2,0,0,NA
165282060,450,0,99,4,1,6,12,0,1,1,0,85210
165288318,640,0,3,3,1,11,13,0,5,1,1,22193
165408952,2,0,99,4,2,8,15,1,3,1,0,87110
165509723,272,13.99,99,2,3,4,11,0,1,1,0,48203
165512331,147,0,99,2,5,4,13,0,1,1,0,48176
165516710,1,0,2,4,4,10,13,1,2,1,1,94804
165613540,25,0,99,3,1,8,15,0,1,1,0,21403
165672013,39,0,99,3,5,9,13,0,1,1,0,76049
165862255,2,0,3,3,2,5,11,0,5,1,0,31605
166121273,35,0,99,3,2,7,15,0,2,1,0,42101
166124700,8,0,99,2,2,9,13,0,1,1,0,54494
166137535,20,0,99,4,2,10,11,0,1,1,0,97439
166145319,1523,0,4,2,2,9,16,0,3,1,0,46530
166205189,21,0,3,3,1,7,14,0,1,1,0,74080
166307600,51,0,99,1,1,8,12,0,5,1,1,17602
166357693,44,0,3,2,1,8,14,0,1,1,0,68516
166415974,690,0,99,2,2,7,15,0,1,1,0,49445
166480935,28,0,99,1,2,8,15,0,2,1,1,8854
166482272,257,0,2,4,4,10,13,0,5,1,1,95348
166537531,205,0,99,3,4,6,11,0,5,1,1,73123
166603171,5,0,99,3,2,9,12,0,1,1,0,37620
166604789,538,0,99,4,1,5,16,0,1,1,0,NA
166707763,45,0,99,3,2,8,16,0,1,1,0,20878
166713307,481,0,99,2,5,11,12,0,5,1,0,50310
166768758,263,0,99,4,3,2,14,1,5,1,1,91763
166876737,14,0,3,4,4,6,12,1,1,1,1,84404
166992449,1,0,99,4,5,1,11,1,5,1,1,90059
167049417,11,0,4,3,4,7,11,0,2,1,0,NA
167053092,29972,0,3,3,4,7,16,0,5,1,0,28376
167053148,145,0,4,2,2,8,12,0,1,1,0,54901
167069785,76,0,99,2,1,3,13,0,2,1,0,63368
167168655,11,0,99,2,3,11,11,0,2,1,0,60607
167221733,104,0,99,4,1,8,12,0,1,1,0,90710
167224774,400,0,99,3,1,6,12,0,1,1,0,37211
167275304,630,0,99,3,2,8,15,0,1,1,0,76164
167332488,4,0,99,3,3,10,13,0,1,1,0,37075
167336268,8,0,2,4,1,7,15,0,1,1,0,89084
167341253,155,0,3,3,1,4,11,0,2,1,0,23518
167401068,1893,135.31,99,4,2,5,11,0,5,1,0,86001
167451822,4,0,99,4,1,3,16,0,1,1,0,96813
167502362,17,0,2,3,2,11,12,0,1,1,0,25541
167520115,34,0,99,3,2,9,12,0,1,1,0,36535
167570267,25,0,99,3,1,5,14,0,2,1,0,23805
167579954,14625,0,4,3,3,6,18,1,1,1,0,23834
167709288,22,0,99,4,1,9,11,0,1,1,0,95682
167713833,72,0,99,3,2,1,13,1,3,1,0,28054
167717961,91,0,99,4,3,11,11,0,1,1,0,94119
167764924,1103,0,3,1,2,10,15,1,2,1,0,19050
167870903,19541,0,2,3,2,10,11,1,1,1,1,27025
167992371,3190,0,2,1,2,6,13,0,1,1,0,19020
168133076,3103,0,3,3,5,8,17,1,3,1,0,33776
168213254,250,0,4,2,2,11,13,1,1,1,0,44105
168310869,1869,0,99,2,2,6,11,0,2,1,0,63114
168311755,100,0,4,2,2,11,13,0,5,1,0,48210
168463837,28,0,2,4,4,3,13,1,5,1,1,89502
168552225,11,0,3,4,3,6,13,1,5,1,1,90022
168552731,638,0,2,3,5,8,14,1,1,1,0,38015
168563713,432,0,2,4,2,9,11,1,1,1,0,NA
168688456,33,0,99,3,2,8,12,0,2,1,0,33313
168692294,2,0,99,4,2,7,11,1,5,1,1,93307
168701896,26,0,99,3,1,6,16,0,5,1,0,20068
168763380,555,0,99,4,4,11,12,1,5,1,0,95624
168818600,1,0,99,3,2,7,13,0,1,1,0,70364
168822727,133,0,99,3,4,7,11,0,2,1,0,39272
168877653,34,0,99,3,2,8,13,0,1,1,0,21740
168880208,1,0,3,3,5,7,14,1,1,1,0,NA
169061637,5,0,99,4,1,11,11,0,1,1,0,85345
169066858,2,0,2,1,5,4,13,1,2,1,1,7067
169139746,10,0,99,3,2,8,12,0,1,1,0,40361
169139792,1,0,99,3,2,7,12,0,1,1,0,29045
169148319,722,0,4,3,2,11,16,0,5,1,0,33823
169152248,364,0,4,1,5,8,16,0,1,1,0,8854
169154037,1,0,2,3,1,11,11,0,2,1,0,30301
169164686,11,0,99,1,4,8,12,0,1,1,0,11214
169225150,11,0,99,3,2,8,11,0,2,1,0,30013
169226483,1830,10.65,3,4,3,10,15,1,1,1,0,80831
169230877,18,0,99,3,1,7,11,0,2,1,0,20740
169236947,1033,0,4,4,5,8,18,1,1,1,1,92886
169255162,8,0,99,2,3,8,12,0,1,1,0,48917
169524600,705,0,2,1,5,10,11,1,5,1,1,11226
169595541,110,0,3,3,2,7,11,0,1,1,0,73446
169606296,752,0,99,1,1,7,12,0,1,1,0,11779
169759483,558,0,99,3,5,11,12,1,1,1,0,28538
169809328,8,0,99,3,2,4,14,0,3,1,0,77099
169885541,9,0,3,4,2,10,12,0,1,1,0,89445
169899315,4,0,99,4,2,9,15,0,1,1,0,87508
169903767,38,0,99,1,4,9,15,0,3,1,0,11434
169960798,1,0,99,2,2,9,11,1,1,1,0,47932
170131362,424,0,99,3,1,11,15,0,3,1,0,20121
170176418,205,0,3,3,1,11,11,0,5,1,1,20708
170185675,5,0,99,1,2,7,11,0,5,1,1,7104
170208298,2,0,99,3,2,8,12,0,2,1,0,33023
170273451,16,0,99,1,2,8,14,0,1,1,0,7508
170349619,37,0,99,2,3,11,18,1,2,1,1,48227
170400260,131,0,1,1,4,6,11,0,5,1,1,1907
170412175,2471,0,99,3,1,1,11,0,5,1,0,71201
170484373,115,0,99,3,3,1,12,1,5,1,0,38053
170537107,1003,0,99,1,2,5,13,1,3,1,0,NA
170547626,60,0,99,1,3,7,18,1,5,1,1,7206
170548392,75,0,99,3,1,8,11,0,5,1,0,37879
170615862,280,0,2,3,3,4,11,1,1,1,0,30060
170638255,2299,0,99,1,5,8,15,1,1,1,1,12401
170711706,236,0,99,3,2,7,13,0,1,1,0,77089
171030093,1,0,99,4,1,9,11,0,5,1,0,89509
171046151,24,0,99,4,4,7,11,0,1,1,0,88101
171113044,121,0,99,3,2,8,12,0,1,1,0,29902
171125476,9,0,99,4,1,8,13,0,1,1,0,90022
171313632,29,0,99,2,1,8,11,0,5,1,1,60429
171384194,443,0,99,2,4,7,11,0,1,1,0,46835
171439485,175,0,99,3,1,8,15,0,2,1,0,70791
171444066,113,0,3,4,1,11,11,0,1,1,1,92243
171496606,564,0,3,3,1,4,14,0,2,1,1,33021
171509901,85,0,2,1,5,4,11,1,1,1,0,4530
171552065,879,0,1,3,2,8,13,1,1,1,0,70538
171570820,15,0,99,4,2,7,13,0,1,1,0,80525
171705365,9,0,99,4,3,11,13,0,1,1,0,99203
171781504,19,0,99,3,3,6,13,0,1,1,0,36426
171834249,132,0,99,1,2,4,12,0,5,1,0,7107
171846064,24,0,99,3,2,4,12,1,2,1,0,78759
171852391,34,0,99,4,3,11,14,0,1,1,0,80513
171902523,42,0,1,4,5,7,11,1,3,1,0,96797
171986013,23,0,4,3,3,8,18,1,5,1,1,33334
171990611,210,0,3,1,2,11,11,0,1,1,0,18201
171996614,4,0,2,3,1,11,13,0,1,1,0,77532
172040418,40,0,99,4,2,8,16,0,5,1,0,95076
172062032,161,0,99,1,1,5,11,0,2,1,0,18702
172114341,1,0,99,4,2,8,12,0,3,1,1,98118
172115212,5,0,3,2,4,8,16,1,2,1,0,48236
172172806,58,0,1,1,1,8,15,0,2,1,0,11375
172176789,356,0,2,3,2,4,11,0,2,1,0,NA
172183317,280,0,2,1,1,9,12,0,1,1,1,17046
172192669,245,0,99,3,2,9,11,0,2,1,0,36693
172194293,14,0,99,2,1,9,13,0,5,1,0,48154
172336012,208,0,99,2,4,8,11,1,1,1,0,50801
172381807,606,0,2,3,5,6,16,1,5,1,1,78572
172383788,9,0,99,3,4,6,12,0,2,1,0,31408
172457580,21,0,99,4,2,7,13,0,1,1,0,84074
172468452,1,0,99,1,2,8,13,0,1,1,0,3824
172527070,208,0,99,4,3,1,12,0,3,1,0,89119
172592052,1,0,99,4,3,3,11,0,2,1,1,90009
172610671,1,0,3,3,1,8,14,0,3,1,1,33316
172678649,6,0,99,3,4,7,14,0,1,1,0,79119
172683918,14,0,2,3,2,7,15,1,2,1,1,75211
172685324,7,0,4,4,2,6,11,1,1,1,1,NA
172736970,32,0,99,4,3,6,12,0,1,1,0,89048
172742945,131,0,99,4,5,2,13,1,5,1,1,84604
172858210,239,0,99,4,2,6,13,0,1,1,0,84663
172878811,177,0,99,1,1,1,13,0,1,1,0,14075
172946253,524,0,2,3,2,9,12,1,1,1,0,30016
172946352,1,0,99,2,2,7,17,0,1,1,0,46062
173070482,180,0,3,4,1,11,11,0,1,1,0,85383
173118463,626,0,99,4,1,7,11,0,1,1,0,92021
173241408,262,0,99,3,2,2,12,0,5,1,0,25309
173308717,556,0,99,2,2,8,13,0,1,1,0,55124
173377808,20,0,3,2,2,9,15,0,5,1,0,NA
173497763,52,0,99,1,1,7,12,0,2,1,0,11233
173509305,261,0,99,1,1,9,16,0,3,1,0,7410
173516428,3,0,99,3,2,3,16,0,2,1,1,27614
173563016,3,0,99,3,2,7,12,0,1,1,0,32246
173580506,77,0,3,3,2,5,12,1,2,1,1,39564
173581163,30,0,99,1,3,8,12,0,1,1,0,19007
173584180,12,0,4,3,2,7,18,0,2,1,0,23455
173761834,1063,0,2,3,2,9,12,1,1,1,0,71118
173858136,70,0,99,4,3,4,13,1,1,1,0,98258
173860877,10,0,4,1,2,11,16,0,1,1,0,5478
173917057,65,0,99,3,1,9,12,0,1,1,0,28318
173922291,2,0,99,3,2,5,12,0,2,1,1,33830
173984154,12,0,99,2,4,4,12,0,1,1,0,63552
174048910,93,0,4,1,5,11,16,1,1,1,1,NA
174126900,8,0,99,4,2,4,11,0,5,1,0,89119
174192833,880,0,99,3,1,2,16,0,5,1,0,73505
174347897,94,0,3,3,4,11,13,1,2,1,1,33012
174350605,1,0,99,2,5,8,14,1,1,1,0,46514
174414995,360,0,2,3,1,9,11,0,1,1,1,28016
174476934,35,661.85,99,4,3,8,11,1,5,1,1,88240
174481718,33,0,99,4,4,2,12,1,1,1,1,90022
174553791,1,0,99,3,4,8,11,0,1,1,0,78801
174730291,3,0,99,4,2,8,18,0,1,1,0,95382
174745069,3,0,99,3,2,9,11,0,2,1,0,30301
174753315,43,0,99,4,2,8,12,0,3,1,0,91770
174798967,65,0,99,4,2,7,13,1,1,1,0,91702
174819805,23,0,2,1,2,7,12,0,1,1,1,19149
174823443,20,0,99,2,2,8,11,0,1,1,0,65270
174876067,21,0,3,3,3,5,16,1,2,1,0,30318
175090067,4,0,99,3,3,4,12,1,5,1,1,NA
175220934,191,0,99,4,2,8,18,1,5,1,0,80132
175347880,2528,1185.54,99,4,1,9,12,0,1,1,0,92308
175518197,95,0,1,1,4,4,13,1,5,1,1,11372
175534857,5,0,99,3,1,9,12,0,1,1,0,25537
175586845,78,0,1,1,5,6,11,1,2,1,1,10455
175587653,173,0,99,4,5,5,11,1,5,1,1,95987
175597479,77,0,2,2,2,5,13,1,1,1,0,46221
175597590,8,0,99,2,2,11,11,0,1,1,0,64058
175659345,3,0,3,2,2,9,13,1,1,1,0,45424
175665139,24,0,99,3,3,4,11,0,1,1,0,42262
175671855,241,0,99,3,1,6,13,0,3,1,0,22153
175675346,72,0,99,2,1,9,15,0,1,1,0,44632
175752503,81,0,99,2,2,4,12,0,1,1,0,47906
175752828,70,0,99,4,3,11,11,0,2,1,0,92404
175931813,76,0,99,3,5,4,11,0,5,1,1,77039
175935082,94,0,2,2,2,7,12,1,1,1,0,46563
176084354,254,0,99,1,1,7,12,0,2,1,1,10456
176146504,6,0,99,3,2,6,12,0,1,1,0,76401
176204978,16,0,99,3,2,11,11,1,1,1,0,31768
176373172,16,0,99,3,2,8,11,0,1,1,0,77388
176420656,59,0,3,3,2,5,14,1,1,1,0,24319
176567548,554,0,3,4,2,7,12,0,1,1,1,95621
176568467,42,0,99,4,1,9,16,0,5,1,0,NA
176574129,291,0,99,4,1,5,12,0,1,1,0,95113
176577311,2043,0,99,2,1,9,12,0,1,1,0,48532
176578852,62,0,2,4,2,9,12,1,1,1,0,95422
176622754,20,0,4,4,1,8,11,0,1,1,0,98003
176633321,9,0,99,4,1,5,12,0,5,1,0,NA
176638509,31,0,99,1,1,4,11,0,2,1,0,14701
176640355,5,0,99,3,1,4,11,0,2,1,0,77067
176755124,1,0,99,3,5,7,13,0,1,1,0,23666
176770387,10,0,4,3,3,11,17,0,1,1,0,33056
176777246,32,0,99,1,2,8,12,0,1,1,0,13021
176833634,337,0,2,3,4,2,11,1,1,1,0,33990
176901126,7,0,4,3,3,8,15,1,1,1,0,23112
177008816,632,0,4,3,2,10,16,0,1,1,0,77503
177060614,1,0,99,1,2,8,12,0,1,1,0,16127
177067886,799,0,99,4,3,7,14,0,1,1,0,80241
177074493,1926,0,3,2,2,3,12,0,1,1,0,52356
177082889,35,0,99,3,1,8,11,0,2,1,0,40744
177118848,8,0,3,3,3,11,13,0,2,1,0,27526
177183658,10,0,99,2,3,10,11,1,1,1,0,67212
177196734,104,0,99,3,2,6,13,1,5,1,1,77034
177247136,4,0,99,1,1,7,11,0,2,1,0,10456
177249152,3067,156.23,2,4,5,5,15,1,1,1,0,84790
177253476,2466,0,99,4,1,3,11,0,2,1,0,95113
177306182,1,0,4,4,1,6,14,0,2,1,1,93536
177355096,55,0,3,3,1,9,13,0,1,1,1,34953
177373022,18,0,5,3,2,11,15,0,2,1,0,NA
177379528,995,9.9,2,1,5,10,17,0,1,1,0,NA
177379976,144,0,3,3,2,4,13,1,1,1,0,76549
177380187,47,0,3,4,5,8,11,1,2,1,0,95826
177428160,1228,0,99,3,2,4,13,0,2,1,0,28269
177429669,84,0,5,3,3,9,13,1,1,1,0,24401
177433977,716,0,2,4,1,8,13,0,1,1,0,93306
177437454,20,0,3,4,1,6,12,0,1,1,0,85019
177444646,26,0,99,3,1,7,12,0,1,1,0,72901
177545040,519,0,1,4,4,11,16,1,5,1,0,91935
177603548,46,0,99,3,2,7,11,0,1,1,0,73135
177607416,13,0,99,4,3,5,12,0,2,1,0,98277
177657143,5,0,99,2,2,8,12,1,1,1,0,44035
177662314,175,0,3,3,5,6,12,1,5,1,0,32566
177677724,141,0,3,2,2,11,11,0,1,1,0,58433
177713525,6,0,99,3,2,9,11,1,1,1,1,76825
177741245,66,0,99,3,3,6,16,0,1,1,0,75243
177866224,57,0,2,2,1,11,11,0,1,1,0,47130
177871866,116,0,2,4,3,11,13,0,2,1,1,92882
177876035,3,0,99,1,2,9,15,0,1,1,0,2806
177878526,1,0,99,4,1,7,11,0,1,1,0,85016
177880683,285,0,99,2,4,1,12,1,2,1,0,60612
177885228,2,0,99,1,1,8,13,0,2,1,0,NA
177927483,62,0,4,1,5,10,18,0,1,1,0,7016
177998667,259,0,3,2,3,6,18,1,2,1,0,49417
178020127,1499,0,3,2,4,5,11,1,5,1,0,64134
178076410,1,0,4,1,5,8,18,1,5,1,0,8820
178078017,422,0,2,3,3,4,12,0,1,1,0,34638
178125690,97,0,3,3,2,9,11,1,1,1,0,22980
178133227,32,0,2,3,4,11,11,0,1,1,0,20068
